Frame;Sub Frame;TA_D;FIB_D;GM_D;GL_D;SOL_D;TA_I;FIB_I;GM_I;GLI;SOL_I
1352;7;0.00579834;-0.0452042;0.0453568;0.0741577;0.0598526;0.0672531;0.0775528;0.0727844;0.104027;0.0462341
1352;8;0.00617981;-0.00270844;0.0502014;0.0688553;0.0521851;0.0697708;0.0796509;0.0631714;0.10746;0.0540161
1352;9;0.00492096;0.0547028;0.0479507;0.0688553;0.051918;0.0652313;0.0715256;0.0569534;0.101128;0.0872803
1353;0;0.00267029;0.0558853;0.0564957;0.0717926;0.0545502;0.068512;0.0881577;0.0673294;0.0974274;0.0821304
1353;1;0.00629425;0.0508499;0.059166;0.0741196;0.047493;0.0725174;0.0945282;0.0788879;0.095787;0.0761414
1353;2;0.00511169;0.0725174;0.0590515;0.0763702;0.0500107;0.0787735;0.0887299;0.0785065;0.0881195;0.101738
1353;3;0.00247955;0.0868225;0.0495529;0.0725937;0.0549316;0.0783157;0.0802994;0.0719452;0.0991821;0.127831
1353;4;0.00156403;0.0669479;0.0536346;0.073967;0.0602341;0.0792313;0.083847;0.0725174;0.109215;0.0952148
1353;5;0.000114441;0.0367355;0.0579071;0.0707245;0.0532913;0.0721359;0.0857925;0.0726318;0.109291;0.0402832
1353;6;-0.0087738;0.00873566;0.0558853;0.0676346;0.0552368;0.0720215;0.0780869;0.0717926;0.0980377;0.0647736
1353;7;-0.0109482;-0.0917816;0.0509644;0.0643158;0.0553131;0.0745392;0.0798035;0.0751877;0.103607;0.0851059
1353;8;-0.00293732;-0.200729;0.0522232;0.067749;0.0583649;0.0705338;0.0783539;0.0721741;0.0989532;0.0961304
1353;9;0.00038147;-0.0461578;0.0568771;0.0751495;0.0539398;0.0652313;0.0751877;0.065918;0.0971222;0.0961304
1354;0;0.000495911;0.0321579;0.0572586;0.0755692;0.0474167;0.0663376;0.0756454;0.0639343;0.0971603;0.0962067
1354;1;-0.00461578;0.027771;0.0543594;0.0730896;0.0523758;0.0666809;0.0764084;0.067482;0.099411;0.0979996
1354;2;-0.00457764;0.0654221;0.0546646;0.0716019;0.0688171;0.0653458;0.0720596;0.068779;0.100021;0.0921249
1354;3;-0.00087738;0.0990677;0.0491333;0.0694275;0.0985718;0.0668335;0.0693893;0.072937;0.0993347;0.0868225
1354;4;0.0100708;0.0756454;0.0516129;0.0638199;0.101509;0.0704193;0.0722122;0.0693893;0.100174;0.0922775
1354;5;0.00450134;0.0482559;0.0542831;0.0616455;0.0698471;0.070343;0.0685883;0.0712967;0.101051;0.0975418
1354;6;-0.00190735;0.0387192;0.0559998;0.0630188;0.067749;0.0699615;0.0688553;0.0738144;0.0994873;0.100327
1354;7;-0.00263214;0.0501251;0.0588989;0.0580597;0.0778961;0.0703812;0.0699234;0.068512;0.10067;0.0918579
1354;8;-0.00484467;-0.0445938;0.0576782;0.0672531;0.0728989;0.0689316;0.067749;0.0673294;0.102844;0.085907
1354;9;-0.0012207;-0.0353622;0.0613022;0.0699997;0.0675201;0.0662994;0.0683594;0.0686646;0.101433;0.0841522
1355;0;0.000686646;-0.0165176;0.0647736;0.069313;0.0708008;0.0644684;0.0756836;0.0712585;0.100479;0.0972366
1355;1;-0.00492096;-0.0416183;0.0678253;0.0684357;0.0766754;0.0716019;0.0771332;0.0712967;0.0984573;0.0872803
1355;2;0.0063324;-0.0205612;0.0684738;0.0722122;0.0722122;0.0724411;0.07061;0.0735855;0.0887299;0.0712585
1355;3;0.00247955;0.00209808;0.0562668;0.0685501;0.0842285;0.0641251;0.0703812;0.0728607;0.0910187;0.0600815
1355;4;0.00232697;-0.111542;0.0611877;0.07164;0.0753021;0.0708008;0.0776291;0.0774384;0.101128;0.0673676
1355;5;0.00400543;-0.117188;0.0632095;0.0756073;0.0731659;0.0719452;0.082283;0.0746536;0.100212;0.0774765
1355;6;0.00640869;-0.0240707;0.0597763;0.0785828;0.0631714;0.0695801;0.0826263;0.0700378;0.101509;0.0781631
1355;7;0.00671387;0.0229263;0.0579453;0.0696564;0.0653076;0.0783539;0.0690079;0.0699234;0.0896454;0.0690079
1355;8;0.00640869;0.0408173;0.0543594;0.0653076;0.0632477;0.0756836;0.0637817;0.0709915;0.089035;0.0681305
1355;9;0.001297;0.0737381;0.053215;0.0651932;0.064621;0.0718307;0.0656509;0.0758743;0.097084;0.0828934
1356;0;0.00217438;0.098381;0.0548172;0.0640106;0.0672913;0.0691986;0.0526428;0.0718307;0.0886154;0.0814819
1356;1;-0.0131226;0.0365448;0.0528717;0.0608063;0.0613022;0.0691986;0.0633621;0.0694656;0.0828934;0.0848389
1356;2;-0.01194;0.0285721;0.0516891;0.0666046;0.0639343;0.0716782;0.0789261;0.0756836;0.0946426;0.0917435
1356;3;-0.00473022;0.0382233;0.0533295;0.0683212;0.0698853;0.0664139;0.0637436;0.0754547;0.108833;0.0902176
1356;4;-0.00141144;0.0409698;0.0478363;0.0652313;0.0593567;0.0650787;0.0820923;0.0727844;0.11776;0.0817108
1356;5;-0.0018692;0.0294113;0.049324;0.0640869;0.0553894;0.0584412;0.075798;0.0688934;0.0918961;0.0638962
1356;6;3.81E-05;0.00377655;0.0462723;0.0677872;0.0561523;0.0580978;0.0850677;0.0624084;0.0810623;0.0595474
1356;7;0.00423431;-0.021286;0.0514221;0.0724792;0.0575256;0.0672531;0.0967026;0.0679398;0.101509;0.0799561
1356;8;0.00415802;-0.0475311;0.0508499;0.0704193;0.0592804;0.0697708;0.0854111;0.0712967;0.103035;0.109062
1356;9;-0.00209808;-0.0951385;0.0504303;0.070343;0.0634384;0.075264;0.0799942;0.0731659;0.0989532;0.102196
1357;0;0.00453949;-0.0901031;0.0584793;0.0709152;0.0705719;0.0884628;0.0844193;0.0654221;0.0976944;0.0898361
1357;1;0.0069046;-0.0251007;0.0611877;0.0754547;0.0738525;0.091362;0.0901413;0.0661087;0.104485;0.0918579
1357;2;0.00629425;-0.00644684;0.0597763;0.0740433;0.0793457;0.0811005;0.0681305;0.0644684;0.102921;0.0892258
1357;3;-0.00541687;0.00434875;0.0503922;0.0744629;0.0816345;0.0671768;0.0441742;0.0715637;0.107841;0.0825119
1357;4;-0.00362396;0.0119781;0.053215;0.0703812;0.0854492;0.0519562;0.055275;0.0676346;0.104446;0.0899887
1357;5;-0.00682831;0.0230789;0.0544357;0.0709915;0.0817108;0.0435257;0.0636292;0.0644302;0.0978851;0.0876236
1357;6;-0.0044632;0.0111771;0.0566101;0.0707626;0.0709915;0.0511932;0.07061;0.0658417;0.0899887;0.101585
1357;7;-0.00408173;0.0196075;0.0616837;0.0727081;0.0699997;0.0635147;0.0751495;0.0698471;0.0961304;0.111618
1357;8;-0.0038147;0.0222015;0.0590897;0.0675964;0.0699234;0.0496674;0.0766373;0.0747681;0.10807;0.0679398
1357;9;0.0019455;0.000419617;0.060997;0.0696564;0.069313;0.0479889;0.0740433;0.0718307;0.0993729;0.0120163
1358;0;0.00621796;-0.00804901;0.0630188;0.0669098;0.0653076;0.0381851;0.0806046;0.0666428;0.0847626;0.0457382
1358;1;0.00255585;-0.00564575;0.0580597;0.0645447;0.0615311;0.0378799;0.0865936;0.0654984;0.0972748;0.0939178
1358;2;0.000572205;-0.00148773;0.0610733;0.0676727;0.0574493;0.0712967;0.0780869;0.0650406;0.111694;0.135155
1358;3;-0.000114441;0.00247955;0.0536728;0.0657272;0.0631714;0.1054;0.0688553;0.07267;0.0979996;0.139084
1358;4;0.00614166;0.00038147;0.0502396;0.0692749;0.066185;0.0989914;0.0778961;0.08461;0.0973892;0.0823212
1358;5;0.00255585;-0.00579834;0.0580978;0.068512;0.0637817;0.0935364;0.0819397;0.0819016;0.107727;0.0215912
1358;6;0.00389099;-0.00675201;0.0572968;0.0682449;0.0666428;0.094986;0.0636673;0.0702286;0.0919724;0.0559235
1358;7;0.00335693;-0.00797272;0.0516129;0.0720215;0.0708008;0.0981522;0.0728607;0.0679398;0.0958633;0.0912476
1358;8;0.000610352;-0.00553131;0.0533295;0.0705719;0.0708389;0.0801086;0.0828171;0.0737381;0.0969315;0.0622177
1358;9;0.00354767;-0.000457764;0.0532532;0.0708389;0.0661087;0.0585175;0.079422;0.0717926;0.0953674;0.0806808
1359;0;0.00473022;0.000991821;0.0596619;0.0744629;0.0595856;0.0616455;0.0591278;0.0651932;0.0931931;0.0934982
1359;1;0.00102997;0.00476837;0.0590897;0.0704193;0.059166;0.070343;0.0744629;0.0753784;0.0914764;0.0919342
1359;2;0.0012207;0.00354767;0.0585175;0.068512;0.0598145;0.0633621;0.10067;0.0819778;0.0985336;0.114822
1359;3;-0.0037384;0.00396729;0.0477982;0.0608444;0.0655746;0.0444412;0.0894928;0.0791931;0.10788;0.135574
1359;4;-0.00114441;0.00606537;0.0550079;0.0606918;0.0677109;0.0452042;0.0561905;0.0750351;0.103073;0.0970459
1359;5;-0.00328064;0.0056076;0.0562668;0.063858;0.069046;0.0924683;0.059166;0.0742722;0.0984955;0.0879669
1359;6;-0.00328064;0.00576019;0.0555801;0.0630569;0.0648117;0.103683;0.0596237;0.0671387;0.0997162;0.0912476
1359;7;-0.00495911;0.000991821;0.0550842;0.0660324;0.0627518;0.0786209;0.072937;0.064621;0.0964355;0.0592422
1359;8;-0.00450134;7.63E-05;0.0579453;0.0667572;0.0700378;0.074234;0.0662231;0.0653458;0.0911713;0.0712967
1359;9;-0.00679016;0.00106812;0.063858;0.0678635;0.0732803;0.150223;0.0597;0.076828;0.0927353;0.0818253
1360;0;-0.000839233;0.00244141;0.0600815;0.0727463;0.0743866;0.241737;0.0697327;0.0694656;0.0920486;0.0764847
1360;1;0.00190735;-0.000152588;0.0617981;0.0689697;0.0770569;0.205193;0.0803375;0.0671005;0.0960541;0.0626373
1360;2;0.00587463;0.0018692;0.0633621;0.063324;0.075531;0.152397;0.0762177;0.0723267;0.102119;0.0775909
1360;3;0.00644684;0.00686646;0.0587463;0.0627899;0.0782394;0.0605392;0.0600052;0.07267;0.0888062;0.120964
1360;4;0.00263214;-0.00156403;0.0573349;0.0654602;0.0694275;-0.110893;0.0794983;0.0756836;0.0815582;0.113068
1360;5;-0.00160217;-0.00190735;0.0571442;0.0656128;0.063858;-0.177994;0.130005;0.063324;0.104027;0.0666046
1360;6;-0.00358582;-0.0037384;0.0504303;0.0717545;0.0676727;-0.0494003;0.130653;0.0532913;0.122719;0.0384903
1360;7;0.00431061;-0.00640869;0.0529861;0.0740051;0.0680923;-0.0264359;0.0424576;0.0601959;0.114594;0.0479889
1360;8;0.00736237;-0.00286102;0.0561142;0.0749969;0.0640106;-0.0645065;0.020752;0.0721741;0.103302;0.0738525
1360;9;-0.000190735;-0.00331879;0.0556946;0.0743103;0.0653839;0.00816345;0.0474548;0.0799942;0.0983429;0.0889969
1361;0;-0.00358582;-0.0018692;0.0566483;0.0733566;0.0627899;0.074234;0.0789642;0.0788116;0.0960159;0.0925827
1361;1;-0.00518799;-0.00213623;0.0525665;0.0684357;0.0656891;0.0970078;0.0946426;0.0733566;0.100174;0.0917053
1361;2;-0.00537872;-0.00141144;0.049057;0.0668716;0.0657654;0.102005;0.085907;0.0785828;0.0958252;0.0752258
1361;3;-0.00759125;0.001297;0.0493622;0.0607681;0.0742722;0.0891495;0.0703812;0.0788116;0.0951385;0.0973129
1361;4;-0.00118256;7.63E-05;0.0549316;0.0610352;0.0708771;0.0610733;0.0615692;0.0727081;0.09655;0.100021
1361;5;0.00198364;0.00263214;0.0533676;0.0643158;0.0670624;0.0576401;0.0649643;0.0654221;0.0928497;0.0889969
1361;6;-0.00534058;0.00881195;0.0521851;0.062294;0.0628281;0.116615;0.0814819;0.0662613;0.0984192;0.0978851
1361;7;0.000305176;0.00389099;0.0526047;0.0687027;0.064621;0.144539;0.0791931;0.0688171;0.0964737;0.0943375
1361;8;0.00102997;-0.000648499;0.0511551;0.0738907;0.0616455;0.143585;0.0788879;0.0691986;0.0952911;0.0927353
1361;9;0.000724792;-0.00396729;0.0537491;0.0731277;0.0628662;0.133095;0.0753784;0.0679398;0.0953674;0.0940704
1362;0;3.81E-05;0.000114441;0.0535965;0.0740814;0.0634384;0.125694;0.0762939;0.07061;0.094986;0.100784
1362;1;-0.00263214;0;0.0523376;0.0709534;0.0691605;0.121689;0.0706482;0.0648117;0.093689;0.094223
1362;2;-0.00183105;0.00305176;0.0556946;0.0688171;0.074234;0.114136;0.0523376;0.0592422;0.0967026;0.0925827
1362;3;-0.00282288;0.00305176;0.05867;0.0675583;0.072937;0.101471;0.0733566;0.0679779;0.0971603;0.0668335
1362;4;0.00507355;-0.00179291;0.0604248;0.0701904;0.0705719;0.0808334;0.084877;0.0785828;0.098381;0.0669479
1362;5;0.00530243;0.000267029;0.0592041;0.0800323;0.0656128;0.0691605;0.0826645;0.0794983;0.0963974;0.0741959
1362;6;0.00335693;-0.000534058;0.0531769;0.0923538;0.0685883;0.086174;0.0899124;0.073204;0.0945282;0.0828934
1362;7;0.00415802;0.000686646;0.055542;0.0872803;0.0646591;0.0879669;0.0819778;0.0666428;0.0995255;0.0803375
1362;8;-0.00190735;0.0037384;0.0538635;0.0736237;0.0616074;0.0873184;0.0790024;0.0590897;0.0940704;0.0510788
1362;9;0.001297;0.00118256;0.0563812;0.0601578;0.063591;0.114441;0.0783539;0.0601959;0.103836;0.0757217
1363;0;0.00587463;-0.00270844;0.05867;0.0537491;0.064888;0.0875473;0.0803757;0.0759888;0.115776;0.103226
1363;1;0.00595093;0.000724792;0.0572586;0.0501251;0.0661087;-0.0834274;0.0651169;0.0697708;0.103302;0.116882
1363;2;0.00366211;0.000648499;0.0556946;0.0522995;0.0659561;-0.0286865;0.0761414;0.0794601;0.0981522;0.0907516
1363;3;0.000915527;0.000762939;0.0497818;0.053978;0.075531;0.0187683;0.0837708;0.0904846;0.084343;0.062027
1363;4;-0.00125885;0.00350952;0.0580597;0.0623322;0.0708771;0.0286484;0.0880814;0.0803757;0.0773621;0.0689316
1363;5;-0.00114441;-0.000419617;0.0615311;0.066452;0.0730515;0.0458527;0.0784683;0.0794601;0.092659;0.0779724
1363;6;-0.00354767;-0.00286102;0.0635529;0.0701904;0.072403;0.0574875;0.0527191;0.0780487;0.122261;0.0964737
1363;7;-0.00221252;-0.00728607;0.0646591;0.0754929;0.0682831;0.0826645;0.0628281;0.0710297;0.122032;0.0840759
1363;8;-0.00324249;-0.00144958;0.060463;0.0767899;0.0691986;0.0953674;0.0540543;0.0760269;0.0899506;0.0611115
1363;9;-0.00228882;-0.0043869;0.0625229;0.0788498;0.0678253;0.0957489;0.0502777;0.0565338;0.0989151;0.0307465
1364;0;-0.0075531;-0.00236511;0.0613785;0.0785065;0.0686646;0.104713;0.0598145;0.0459671;0.0991058;0.0683594
1364;1;-0.00747681;-0.0044632;0.0526428;0.0746155;0.0761414;0.0826263;0.067215;0.0558853;0.098877;0.0682068
1364;2;-0.00686646;-0.00339508;0.0567627;0.0753403;0.0695038;0.0549698;0.0955582;0.0595856;0.106392;0.0679779
1364;3;-0.00881195;0.00167847;0.0566864;0.0749969;0.0706482;0.0374603;0.0865936;0.0558853;0.0993729;0.0933456
1364;4;-0.00167847;0.00343323;0.0534058;0.078125;0.0662613;0.0524139;0.0802994;0.0553513;0.0940704;0.0963974
1364;5;0.001297;0.00606537;0.0514603;0.0753403;0.0669861;0.0490189;0.0716019;0.0672531;0.0942993;0.0941086
1364;6;0.000190735;0.0056076;0.0506973;0.0719833;0.0661087;0.0826263;0.065155;0.0756836;0.094986;0.0800323
1364;7;-0.00133514;-0.000915527;0.0563812;0.0680542;0.062561;0.0839996;0.065918;0.0842667;0.0911713;0.125771
1364;8;0.00312805;-0.000228882;0.0583649;0.0663376;0.0637436;0.0262451;0.0685501;0.0853348;0.0936127;0.154762
1364;9;0.00694275;0.00160217;0.0603485;0.0696945;0.0640106;0.0222778;0.066185;0.084877;0.0970078;0.110283
1365;0;0.0069809;-0.000495911;0.0598907;0.07267;0.0707626;0.0310135;0.0616074;0.0848007;0.0909042;0.0340271
1365;1;0.00797272;0.00324249;0.0543976;0.071907;0.0706482;0.0339508;0.0712967;0.0800705;0.0898743;0.0215912
1365;2;0.0138855;-0.00240326;0.0546646;0.066452;0.0685501;0.0623322;0.088501;0.0792694;0.0941467;0.0720596
1365;3;0.00537872;0.00175476;0.0485229;0.0601578;0.0720215;0.0959778;0.0718307;0.0754929;0.0928497;0.106506
1365;4;0.00526428;0.00339508;0.049057;0.0598145;0.0655365;0.103378;0.0751114;0.071106;0.0884628;0.12413
1365;5;0.00553131;0.00255585;0.0496292;0.0603485;0.0650787;0.0918579;0.0772858;0.063858;0.0950623;0.113525
1365;6;0.00442505;0.00114441;0.0463486;0.0661087;0.0669098;0.0981522;0.0707245;0.065918;0.0907135;0.0931931
1365;7;0.00793457;0.000457764;0.0508499;0.0671768;0.0651932;0.101624;0.0735855;0.0657272;0.0848389;0.080452
1365;8;0.0063324;-0.00213623;0.055275;0.0723648;0.0659943;0.1091;0.109062;0.0771332;0.104561;0.08564
1365;9;0.00461578;7.63E-05;0.0549698;0.0721741;0.0653839;0.136948;0.110893;0.0751495;0.117874;0.0772858
1366;0;0.00225067;-0.00160217;0.0574493;0.0725937;0.0607681;0.166664;0.0928116;0.0725555;0.111961;0.080452
1366;1;-0.00328064;-0.0056076;0.0625229;0.0687027;0.0697327;0.13237;0.090065;0.0801849;0.112762;0.0923157
1366;2;-0.00175476;-0.00137329;0.0657272;0.0659943;0.0643539;0.0831604;0.0615311;0.0755692;0.0948715;0.0892639
1366;3;-0.0178146;-0.00175476;0.0588989;0.0616455;0.0686264;0.047493;0.0506973;0.0782394;0.108185;0.119438
1366;4;-0.0110626;-0.00350952;0.0572205;0.0598907;0.0681686;0.0523758;0.0510788;0.0680923;0.104485;0.10376
1366;5;-0.0088501;-0.000915527;0.0574112;0.0603867;0.0677872;0.085144;0.0511551;0.0589371;0.0956726;0.0624466
1366;6;-0.00648499;-0.00518799;0.0489044;0.0625229;0.0654221;0.116463;0.0686264;0.0686646;0.110207;0.0403976
1366;7;0.000572205;-0.00278473;0.0513458;0.0655365;0.0630188;0.0927734;0.0764465;0.0624084;0.0964737;0.0653839
1366;8;-0.000572205;0.000648499;0.0598145;0.0635147;0.066185;-0.0187302;0.0767899;0.0561142;0.0923538;0.0513077
1366;9;0.00362396;0.00522614;0.0624466;0.0675201;0.0688934;-0.04776;0.0730515;0.0556564;0.0959396;0.0656509
1367;0;0.0044632;0.00209808;0.0615311;0.0714493;0.0666809;0.0300217;0.074501;0.0614166;0.09655;0.0885773
1367;1;0.00167847;0.00179291;0.0600815;0.0695801;0.0682449;0.115852;0.0729752;0.063324;0.0941086;0.0869751
1367;2;-0.00663757;0.00492096;0.0574493;0.0651169;0.0708008;0.164909;0.0695419;0.0685883;0.0936508;0.0415802
1367;3;-0.0121689;0.0043869;0.056076;0.0617599;0.0717926;0.139008;0.0593948;0.0747299;0.103302;0.0782394
1367;4;-0.00221252;-0.00209808;0.0566864;0.0632095;0.069313;-0.0206375;0.0557709;0.0754929;0.109367;0.137672
1367;5;0.000305176;-0.00553131;0.0566101;0.0688934;0.0691223;-0.169487;0.0791168;0.074234;0.100594;0.121803
1367;6;-0.00301361;-0.00232697;0.0596619;0.0651932;0.0619888;-0.0699997;0.0955963;0.0707626;0.0874329;0.112038
1367;7;0.00232697;-0.00774384;0.0592804;0.0738144;0.0652695;0.0114059;0.0851822;0.0657272;0.0912476;0.0971985
1367;8;0.00522614;-0.00617981;0.0557327;0.0708389;0.0686646;0.0572968;0.0839615;0.0711823;0.0865555;0.101204
1367;9;0.00499725;-0.00286102;0.0554276;0.0717163;0.0691986;0.077858;0.0796127;0.0686264;0.0947952;0.115013
1368;0;0.0143051;0.000152588;0.057869;0.0818253;0.0678635;0.0901794;0.0956726;0.0726318;0.100708;0.0990295
1368;1;0.02491;0.00431061;0.0489044;0.0786209;0.0693893;0.100403;0.116386;0.0833511;0.107803;0.0379944
1368;2;0.0257874;0.00328064;0.0496674;0.073967;0.0733185;0.103073;0.0651932;0.0829315;0.111542;0.00854492
1368;3;0.0225449;0.00343323;0.0484848;0.0702667;0.0735474;0.11116;0.0387955;0.0741196;0.110703;0.0474167
1368;4;-0.0062561;-0.00198364;0.0525665;0.070076;0.0711441;0.121117;0.0644302;0.071373;0.10231;0.0443649
1368;5;-0.0172424;-0.00167847;0.0531769;0.0750351;0.0684357;0.120964;0.0920486;0.0747681;0.100784;0.0826263
1368;6;0.0112534;0.0031662;0.0571442;0.0761032;0.0712967;0.116425;0.0718689;0.0800323;0.0952911;0.137177
1368;7;0.0242996;0.00213623;0.0603104;0.0715637;0.0715637;0.105629;0.0339508;0.0661469;0.0811386;0.116005
1368;8;0.00507355;0.00125885;0.0553894;0.0665283;0.0701904;0.0946426;0.0443268;0.0738144;0.0917053;0.054512
1368;9;-0.00190735;0.00797272;0.0541306;0.0643158;0.0692368;0.0895691;0.065918;0.0757217;0.0910187;0.0321198
1369;0;-0.00843048;0.0118256;0.0563049;0.0658798;0.0686646;0.0902939;0.0740433;0.0623322;0.0918198;0.0681686
1369;1;-0.013237;0.00843048;0.0556183;0.0725174;0.0703812;0.0778961;0.0791931;0.0680161;0.0892639;0.0795364
1369;2;-0.0156403;0.00724792;0.0523758;0.0708008;0.0628281;0.0653076;0.0914001;0.0737381;0.0960922;0.0934219
1369;3;-0.0235367;0.00419617;0.0471115;0.0682068;0.0667572;0.0667953;0.0962448;0.0759888;0.118408;0.137405
1369;4;-0.0329208;0.00244141;0.0523758;0.0682831;0.0634384;0.0641251;0.0753784;0.0757217;0.110512;0.14328
1369;5;-0.0348282;0.000343323;0.0546265;0.064888;0.0632477;0.0614166;0.045929;0.0727844;0.0963211;0.0907516
1369;6;-0.0381851;0.000724792;0.0588989;0.0617218;0.0652695;0.0600052;0.0530624;0.0593185;0.0885773;0.0432968
1369;7;-0.0334167;0.000953674;0.0616455;0.0672913;0.0662613;0.0652695;0.0773621;0.062294;0.0952911;0.0350952
1369;8;-0.0218201;-0.00244141;0.0556183;0.0676346;0.0610733;0.0649261;0.0799561;0.0662994;0.0965881;0.0769424
1369;9;0.00904083;-0.00804901;0.0575638;0.0714493;0.0640869;0.0627899;0.0842285;0.0683594;0.100327;0.0925446
1370;0;0.048027;-0.00934601;0.0571442;0.0745392;0.0650406;0.0644684;0.0874329;0.0712967;0.102043;0.108948
1370;1;0.0296402;-0.00610352;0.0525665;0.0709915;0.0659943;0.0608063;0.0836563;0.0671387;0.0993729;0.108337
1370;2;0.00282288;0.000991821;0.0540924;0.065918;0.0640488;0.0689316;0.0806808;0.0672913;0.101433;0.107422
1370;3;-0.00682831;0.00904083;0.0545502;0.0657654;0.0656891;0.062027;0.0725174;0.0733185;0.0977707;0.0948715
1370;4;-0.0214767;0.00297546;0.0650024;0.0682068;0.0696945;0.062294;0.0735855;0.0768661;0.0973892;0.0812149
1370;5;-0.035553;-0.000686646;0.0598526;0.0653839;0.0667191;0.0669861;0.0770569;0.0720596;0.098877;0.0766373
1370;6;-0.0502777;-0.00644684;0.0602341;0.062027;0.0632095;0.0651932;0.0759506;0.0682449;0.0978851;0.0809479
1370;7;-0.0448608;-0.0112915;0.0621796;0.0628662;0.0674057;0.0678253;0.0741577;0.0669098;0.0956726;0.0849152
1370;8;-0.017395;-0.00839233;0.0592422;0.0642014;0.0665665;0.071907;0.0757217;0.0621414;0.0965118;0.0928497
1370;9;0.0374603;-0.0075531;0.0616455;0.0637436;0.0638199;0.0656509;0.0774002;0.0669861;0.101929;0.103455
1371;0;0.0727844;-0.00961304;0.063324;0.0662994;0.0654602;0.0645447;0.079155;0.0708389;0.105362;0.101357
1371;1;0.0537872;-0.00717163;0.0601196;0.0717163;0.0699234;0.0700378;0.0748825;0.0801849;0.0999832;0.0827026
1371;2;0.0469589;-0.00110626;0.0589371;0.0725555;0.0688934;0.0656509;0.0784683;0.075264;0.102234;0.0699615
1371;3;0.0317383;0.0050354;0.0531006;0.0669098;0.0756454;0.0593567;0.0666809;0.075264;0.0932693;0.063324
1371;4;0.0329208;0.00125885;0.0523758;0.0727463;0.0780487;0.0549316;0.0667572;0.0748444;0.100021;0.0610733
1371;5;0.0279236;-0.00434875;0.0523758;0.0691986;0.075531;0.0590897;0.05867;0.0678635;0.0954056;0.0880051
1371;6;0.0302505;-0.0128555;0.0468826;0.0677109;0.0722885;0.0549698;0.0642014;0.071106;0.0907135;0.0997543
1371;7;0.0463867;-0.0139618;0.0494385;0.0692749;0.0692749;0.0621033;0.0701904;0.0720215;0.0912476;0.0817871
1371;8;0.0553894;-0.00988007;0.0524521;0.0654221;0.0692368;0.0931549;0.079155;0.073967;0.0941849;0.0758743
1371;9;0.0399399;-0.00537872;0.0494385;0.0663376;0.069313;0.123215;0.0766373;0.0750732;0.0944138;0.0811005
1372;0;0.00282288;0.00465393;0.057373;0.0736237;0.0695801;0.130539;0.0785828;0.0672913;0.0958252;0.0880432
1372;1;-0.0118637;0.0111771;0.0555038;0.0788498;0.0688934;0.114288;0.0790024;0.0772476;0.0971222;0.0868607
1372;2;-0.0478363;0.0175095;0.058136;0.0763321;0.0747299;0.0853348;0.0800323;0.0936127;0.0948334;0.0662613
1372;3;-0.0208282;0.0178909;0.055275;0.0738907;0.074501;0.0104904;0.0812149;0.0925827;0.106697;0.0625992
1372;4;0.0232697;0.0107193;0.0546646;0.0730896;0.0700378;-0.059967;0.0853729;0.107269;0.0985336;0.0749588
1372;5;0.0375748;0.00511169;0.0565338;0.078125;0.063858;-0.0131989;0.0535965;0.0878143;0.0838852;0.0828171
1372;6;-0.019455;0.00255585;0.0524521;0.0798416;0.0639343;0.0447083;0.0481415;0.052681;0.0761414;0.0986481
1372;7;-0.0592422;0.00602722;0.0522995;0.0765991;0.0567627;0.0405502;0.100403;0.0160217;0.109138;0.144958
1372;8;-0.0354767;0.0144196;0.052681;0.0757217;0.0572205;0.0598907;0.0951767;0.0110245;0.131569;0.210419
1372;9;-0.0468063;0.0140381;0.0495911;0.0749207;0.0590897;0.0753403;0.0661087;0.0474167;0.099144;0.128517
1373;0;-0.00953674;0.0152206;0.0564957;0.0687408;0.0586319;0.0795746;0.0577164;0.0495911;0.0919724;-0.0210953
1373;1;0.0254059;0.0130844;0.0580978;0.0660324;0.0625229;0.0779343;0.0719833;0.0228119;0.0946045;-0.0206757
1373;2;-0.070343;0.00720978;0.0542831;0.063591;0.0659943;0.0741196;0.101013;0.0544357;0.10498;-0.0267792
1373;3;-0.207214;0.00736237;0.0494385;0.056076;0.0741196;0.0856781;0.0694275;0.0832748;0.113335;0.0209808
1373;4;-0.158691;3.81E-05;0.0543976;0.0614548;0.0714111;0.106621;0.0634384;0.0894928;0.109825;0.071373
1373;5;-0.0751495;-0.0190353;0.0563812;0.0587845;0.0672531;0.107689;0.0688934;0.056839;0.0946426;0.0773621
1373;6;0.0153732;-0.0439072;0.0533676;0.0535965;0.0673294;0.109711;0.0720596;0.0609207;0.0976562;0.0891876
1373;7;0.0596619;-0.0416183;0.055542;0.0531769;0.0647736;0.110359;0.0763702;0.0923157;0.105019;0.105019
1373;8;0.0640488;-0.0322723;0.0563049;0.058136;0.070076;0.103951;0.0529099;0.0902176;0.100327;0.106544
1373;9;0.103073;-0.0217819;0.0568008;0.0576782;0.0702286;0.106201;0.0312042;0.0859833;0.0905228;0.115738
1374;0;0.0918198;-0.00865936;0.0645828;0.0675201;0.0697708;0.098381;0.0476837;0.106812;0.0898743;0.120239
1374;1;0.0819016;-0.00431061;0.0637054;0.0695038;0.0798416;0.0924683;0.0815582;0.124016;0.0844193;0.106583
1374;2;-0.0105286;0.00762939;0.0680161;0.0741577;0.0823593;0.0836945;0.0972366;0.113564;0.0756073;0.111847
