Frame;Sub Frame;LAX;LAY;LAZ;LHX;LHY;LHZ;LKX;LKY;LKZ;RAX;RAY;RAZ;RHX;RHY;RHZ;RKX;RKY;RKZ
2719;0;14.8879;-10.1133;30.3082;-8.68159;3.60348;-9.72643;4.80079;-1.66007;-20.6325;1.9284;-4.54111;16.5749;26.8251;3.5167;-13.479;3.80204;-3.46194;-12.0046
2720;0;15.1588;-10.0714;30.2086;-9.03134;3.56165;-9.67529;4.94268;-1.71306;-20.5217;1.36834;-4.26428;15.6334;26.7398;3.64209;-13.1149;4.11925;-3.53765;-11.52
2721;0;15.3717;-10.0192;30.084;-9.38738;3.4978;-9.6103;5.09262;-1.77671;-20.4111;0.706982;-3.96864;14.618;26.6513;3.77285;-12.8174;4.59336;-3.61185;-11.0235
2722;0;15.5184;-9.95864;29.9389;-9.74844;3.41033;-9.53546;5.25201;-1.85086;-20.2992;-0.0243219;-3.67861;13.6122;26.5654;3.90156;-12.5935;5.17965;-3.67522;-10.5456
2723;0;15.5916;-9.89319;29.7817;-10.111;3.29787;-9.45142;5.42358;-1.93464;-20.1909;-0.790594;-3.41495;12.6901;26.4861;4.02182;-12.4462;5.83619;-3.72137;-10.1094
2724;0;15.5847;-9.82675;29.6216;-10.4719;3.15884;-9.36076;5.61098;-2.02746;-20.0873;-1.55912;-3.19268;11.9073;26.4125;4.1317;-12.373;6.52447;-3.74701;-9.73058
2725;0;15.495;-9.76347;29.4686;-10.8258;2.9931;-9.26741;5.8203;-2.12882;-19.9887;-2.29897;-3.01826;11.2897;26.3389;4.23155;-12.3635;7.2115;-3.7507;-9.40953
2726;0;15.3197;-9.7075;29.3329;-11.167;2.7999;-9.17385;6.05766;-2.2389;-19.8951;-2.98632;-2.89213;10.8414;26.2556;4.32661;-12.4051;7.86871;-3.73272;-9.14019
2727;0;15.0573;-9.66455;29.2284;-11.4886;2.58014;-9.08557;6.33186;-2.35836;-19.8079;-3.60187;-2.80947;10.5468;26.1481;4.42357;-12.48;8.47323;-3.6944;-8.91211
2728;0;14.7079;-9.638;29.1638;-11.7831;2.3344;-9.00455;6.65262;-2.48655;-19.7254;-4.13051;-2.76164;10.3761;26.0024;4.53023;-12.5715;9.00789;-3.6381;-8.71037
2729;0;14.2701;-9.63154;29.148;-12.0421;2.06417;-8.93693;7.03104;-2.62413;-19.6447;-4.56213;-2.73868;10.2941;25.805;4.65395;-12.6642;9.46063;-3.5653;-8.52407
2730;0;13.7428;-9.64703;29.1858;-12.2565;1.77163;-8.88652;7.48016;-2.77042;-19.5617;-4.89087;-2.73188;10.2698;25.5451;4.79947;-12.7485;9.82376;-3.47878;-8.3468
2731;0;13.1189;-9.68729;29.2837;-12.4173;1.45923;-8.8584;8.01197;-2.92455;-19.4754;-5.11402;-2.73384;10.2768;25.2161;4.9684;-12.8165;10.0947;-3.38;-8.17792
2732;0;12.3916;-9.75084;29.438;-12.5154;1.13052;-8.85737;8.64044;-3.08558;-19.3779;-5.23377;-2.74055;10.3007;24.8154;5.16042;-12.8677;10.2733;-3.2727;-8.02284
2733;0;11.5466;-9.83756;29.6477;-12.5416;0.788476;-8.88648;9.37799;-3.25178;-19.2681;-5.2558;-2.74977;10.3337;24.345;5.37045;-12.9038;10.3635;-3.15809;-7.89013
2734;0;10.5649;-9.94457;29.9052;-12.4875;0.437122;-8.95103;10.2375;-3.42148;-19.1396;-5.18984;-2.76298;10.3809;23.8113;5.5918;-12.9329;10.3714;-3.03983;-7.79146
2735;0;9.42249;-10.067;30.1981;-12.3457;0.0798157;-9.05274;11.23;-3.59374;-18.9887;-5.04837;-2.7832;10.4531;23.2223;5.8173;-12.9624;10.3049;-2.92078;-7.73748
2736;0;8.09233;-10.1999;30.5139;-12.1089;-0.279071;-9.19261;12.3652;-3.76776;-18.8136;-4.84589;-2.81385;10.5624;22.5891;6.03761;-13.0007;10.1734;-2.80289;-7.73583
2737;0;6.54642;-10.3344;30.8313;-11.7719;-0.635837;-9.37037;13.6513;-3.94429;-18.6106;-4.59791;-2.85864;10.7221;21.9225;6.24502;-13.0555;9.98679;-2.68868;-7.78945
2738;0;4.76083;-10.4601;31.126;-11.3304;-0.986308;-9.58206;15.0935;-4.12409;-18.3802;-4.31955;-2.92004;10.9407;21.2333;6.43235;-13.1293;9.75543;-2.57813;-7.89855
2739;0;2.723;-10.5647;31.3696;-10.7811;-1.32653;-9.82366;16.6958;-4.31037;-18.1228;-4.02436;-2.99972;11.2239;20.5324;6.59479;-13.2256;9.49033;-2.47325;-8.0567
2740;0;0.439023;-10.6323;31.5263;-10.1229;-1.65315;-10.0853;18.4591;-4.50584;-17.8389;-3.72299;-3.09622;11.5661;19.8276;6.72964;-13.3404;9.20116;-2.37337;-8.25417
2741;0;-2.05862;-10.6478;31.5623;-9.35571;-1.96214;-10.3593;20.382;-4.714;-17.5333;-3.42457;-3.20697;11.9578;19.1256;6.83563;-13.4673;8.89701;-2.27778;-8.4798
2742;0;-4.70534;-10.5962;31.4427;-8.48113;-2.24979;-10.6318;22.4601;-4.93731;-17.2087;-3.13266;-3.32668;12.3798;18.4314;6.91306;-13.5993;8.58718;-2.18611;-8.71769
2743;0;-7.40422;-10.4661;31.14;-7.50176;-2.51258;-10.89;24.6861;-5.17708;-16.8708;-2.84924;-3.44976;12.8122;17.7489;6.96366;-13.7259;8.27932;-2.0973;-8.955
2744;0;-10.0309;-10.2525;30.6383;-6.42235;-2.74712;-11.1197;27.0493;-5.43168;-16.5262;-2.57291;-3.56915;13.2303;17.08;6.99065;-13.8374;7.98026;-2.01051;-9.17855
2745;0;-12.4495;-9.95846;29.9385;-5.24767;-2.95016;-11.3087;29.536;-5.69891;-16.1811;-2.29998;-3.67824;13.6109;16.4266;6.9964;-13.9257;7.69668;-1.92484;-9.37682
2746;0;-14.5311;-9.5931;29.0542;-3.98462;-3.11795;-11.4451;32.1274;-5.97289;-15.8447;-2.02518;-3.7713;13.9346;15.7895;6.98401;-13.984;7.43411;-1.84047;-9.54187
2747;0;-16.1712;-9.17063;28.0112;-2.64066;-3.24833;-11.5213;34.8016;-6.24598;-15.5274;-1.74336;-3.84474;14.1894;15.1695;6.95661;-14.0092;7.19686;-1.75761;-9.67038
2748;0;-17.3027;-8.70663;26.8404;-1.22434;-3.33849;-11.5334;37.5307;-6.51036;-15.2396;-1.44978;-3.89608;14.3672;14.5662;6.91719;-14.0009;6.98755;-1.67737;-9.75939
2749;0;-17.8961;-8.2165;25.5751;0.254678;-3.38583;-11.4797;40.283;-6.75707;-14.9952;-1.13903;-3.9243;14.4648;13.9795;6.86785;-13.961;6.8088;-1.60108;-9.80822
2750;0;-17.9647;-7.71449;24.2491;1.78715;-3.38865;-11.3658;43.0219;-6.98029;-14.8081;-0.809187;-3.93167;14.4903;13.4091;6.80974;-13.8968;6.66073;-1.52962;-9.82057
2751;0;-17.5542;-7.2142;22.898;3.36203;-3.34575;-11.1973;45.707;-7.17358;-14.698;-0.458924;-3.92134;14.4546;12.8539;6.74483;-13.8131;6.54264;-1.4649;-9.80217
2752;0;-16.7296;-6.7278;21.5564;4.968;-3.25709;-10.9845;48.2954;-7.33403;-14.6777;-0.0884124;-3.89711;14.3708;12.3129;6.67424;-13.7196;6.45239;-1.40829;-9.75701
2753;0;-15.5767;-6.26876;20.2658;6.59289;-3.12257;-10.7396;50.7429;-7.46191;-14.7643;0.300224;-3.86443;14.2577;11.7843;6.59863;-13.6225;6.3872;-1.36079;-9.69461
2754;0;-14.184;-5.85003;19.0684;8.22496;-2.94344;-10.476;53.0066;-7.55966;-14.9694;0.704124;-3.82789;14.131;11.2671;6.51835;-13.5319;6.34325;-1.3235;-9.61757
2755;0;-12.6409;-5.48387;18.0062;9.85148;-2.72212;-10.2062;55.0465;-7.63147;-15.2988;1.11854;-3.79253;14.0083;10.7591;6.43406;-13.4527;6.31548;-1.29675;-9.53578
2756;0;-11.0308;-5.18158;17.1189;11.461;-2.46172;-9.94442;56.8275;-7.68449;-15.7531;1.53983;-3.76198;13.9023;10.2593;6.34591;-13.3907;6.3;-1.27995;-9.4529
2757;0;-9.42392;-4.95053;16.4347;13.0412;-2.16608;-9.70136;58.3211;-7.72427;-16.3249;1.96366;-3.73888;13.822;9.76606;6.25335;-13.348;6.29264;-1.27225;-9.37346
2758;0;-7.87598;-4.79313;15.9656;14.5815;-1.84064;-9.48828;59.5076;-7.75802;-16.9973;2.38508;-3.7253;13.7748;9.27703;6.15673;-13.3251;6.28783;-1.27219;-9.30169
2759;0;-6.42684;-4.70882;15.7134;16.0727;-1.49105;-9.314;60.3736;-7.79159;-17.751;2.80085;-3.72172;13.7623;8.79255;6.05546;-13.3228;6.2829;-1.27805;-9.23839
2760;0;-5.09885;-4.69028;15.6578;17.5068;-1.12384;-9.18555;60.9155;-7.82941;-18.5582;3.20774;-3.72822;13.7849;8.31137;5.94947;-13.3376;6.27417;-1.2873;-9.18651
2761;0;-3.89998;-4.72734;15.7688;18.8766;-0.74654;-9.10519;61.1365;-7.87166;-19.3909;3.60473;-3.74216;13.8334;7.83303;5.83907;-13.3666;6.26022;-1.29738;-9.14155
2762;0;-2.82576;-4.80769;16.0091;20.1765;-0.365364;-9.07582;61.0467;-7.91914;-20.2206;3.98967;-3.76311;13.9062;7.35744;5.72348;-13.4053;6.23898;-1.30625;-9.10627
2763;0;-1.86488;-4.91767;16.3369;21.4039;0.0121795;-9.09898;60.6611;-7.97117;-21.0198;4.36311;-3.78789;13.9922;6.88548;5.60372;-13.45;6.2104;-1.31213;-9.0755
2764;0;-1.00368;-5.04444;16.7134;22.5557;0.378826;-9.17318;59.9985;-8.02386;-21.7665;4.72587;-3.81402;14.0829;6.41727;5.48105;-13.494;6.17461;-1.31314;-9.04924
2765;0;-0.22629;-5.17743;17.1067;23.6306;0.729304;-9.29406;59.0796;-8.07225;-22.4424;5.0795;-3.83874;14.1687;5.95415;5.35661;-13.5326;6.13228;-1.30894;-9.02368
2766;0;0.477439;-5.30987;17.4966;24.6279;1.05778;-9.4614;57.9261;-8.11474;-23.0367;5.42528;-3.86038;14.2436;5.49629;5.23249;-13.5621;6.08404;-1.29927;-8.99708
2767;0;1.11317;-5.4377;17.8713;25.5478;1.35961;-9.67227;56.5589;-8.14698;-23.5414;5.76571;-3.87688;14.3008;5.04502;5.11062;-13.5772;6.03139;-1.2841;-8.96859
2768;0;1.68152;-5.56065;18.2301;26.3907;1.63128;-9.9229;54.9981;-8.16604;-23.9563;6.10307;-3.88709;14.3361;4.601;4.99447;-13.5746;5.97571;-1.2652;-8.93652
2769;0;2.17791;-5.67931;18.5749;27.1574;1.8704;-10.2106;53.262;-8.16993;-24.2781;6.43887;-3.89119;14.3503;4.16473;4.88709;-13.5509;5.9175;-1.24395;-8.90278
2770;0;2.59288;-5.79846;18.9197;27.8482;2.07541;-10.5329;51.366;-8.15687;-24.5128;6.7742;-3.88911;14.3431;3.73627;4.79092;-13.5052;5.85775;-1.22162;-8.86673
2771;0;2.91468;-5.9214;19.2738;28.4647;2.24617;-10.8861;49.3245;-8.1258;-24.6652;7.11042;-3.88125;14.3159;3.31549;4.70896;-13.4351;5.79693;-1.19961;-8.83013
2772;0;3.13085;-6.05205;19.6485;29.0077;2.38266;-11.2667;47.1493;-8.07509;-24.74;7.44734;-3.86987;14.2765;2.90234;4.64392;-13.3416;5.73548;-1.17972;-8.79677
2773;0;3.23169;-6.1925;20.0491;29.479;2.48677;-11.6679;44.8522;-8.0015;-24.7455;7.78606;-3.85572;14.2275;2.49605;4.59752;-13.2256;5.6741;-1.16353;-8.7654
2774;0;3.21053;-6.34538;20.4829;29.8794;2.56059;-12.0848;42.4416;-7.90342;-24.6911;8.12526;-3.84073;14.1755;2.09546;4.57076;-13.0894;5.61255;-1.15125;-8.74047
2775;0;3.06816;-6.51183;20.9521;30.2123;2.60629;-12.5087;39.9283;-7.77764;-24.5888;8.46545;-3.82676;14.1271;1.70059;4.56476;-12.9348;5.55189;-1.14365;-8.72356
2776;0;2.81049;-6.69311;21.4597;30.4791;2.62723;-12.9305;37.3217;-7.62054;-24.4525;8.80608;-3.81457;14.0849;1.30948;4.57852;-12.7669;5.49309;-1.14012;-8.7129
2777;0;2.45283;-6.89228;22.0131;30.6843;2.62663;-13.3406;34.6339;-7.42993;-24.3018;9.14706;-3.80523;14.0524;0.922478;4.61127;-12.587;5.43754;-1.14128;-8.70989
2778;0;2.01779;-7.1134;22.6222;30.8318;2.60768;-13.7282;31.8791;-7.20464;-24.1571;9.48861;-3.79953;14.0327;0.538481;4.66074;-12.4005;5.38735;-1.14516;-8.71205
2779;0;1.53529;-7.36127;23.2982;30.9264;2.57336;-14.084;29.0741;-6.94473;-24.0392;9.83093;-3.79802;14.0274;0.157606;4.72425;-12.2122;5.3454;-1.15167;-8.71738
2780;0;1.04006;-7.64177;24.0546;30.9735;2.52709;-14.3982;26.2411;-6.65305;-23.9686;10.174;-3.80039;14.0356;-0.220554;4.79799;-12.0252;5.31387;-1.15892;-8.72168
2781;0;0.569727;-7.96068;24.9032;30.9788;2.47169;-14.6618;23.4066;-6.33432;-23.9622;10.5185;-3.8065;14.0568;-0.596615;4.87716;-11.843;5.29614;-1.16519;-8.72107
2782;0;0.160916;-8.32176;25.8493;30.9488;2.40941;-14.8707;20.6023;-5.99703;-24.0303;10.8644;-3.8163;14.0908;-0.9699;4.95782;-11.6686;5.29524;-1.17006;-8.71196
2783;0;-0.154132;-8.72506;26.8874;30.8898;2.34264;-15.0194;17.8653;-5.65023;-24.1744;11.2118;-3.82892;14.1346;-1.34051;5.0349;-11.5067;5.31425;-1.17198;-8.68878
2784;0;-0.351639;-9.16536;27.998;30.8082;2.27328;-15.1099;15.2364;-5.3059;-24.3864;11.5596;-3.84435;14.1881;-1.70893;5.10395;-11.3564;5.35435;-1.17066;-8.65043
2785;0;-0.419933;-9.63023;29.1448;30.7087;2.20237;-15.1446;12.759;-4.9743;-24.647;11.9074;-3.86147;14.2474;-2.07639;5.16158;-11.2199;5.41747;-1.16663;-8.59205
2786;0;-0.363612;-10.1021;30.2816;30.5968;2.13229;-15.1302;10.4754;-4.66592;-24.9326;12.2533;-3.88007;14.3118;-2.44257;5.20373;-11.0963;5.50434;-1.16067;-8.51391
2787;0;-0.204703;-10.5568;31.3512;30.4753;2.06335;-15.0743;8.42459;-4.38754;-25.2153;12.5951;-3.89928;14.3783;-2.80943;5.22939;-10.9826;5.61411;-1.1547;-8.41656
2788;0;0.0203161;-10.9682;32.2971;30.3474;1.99701;-14.9907;6.64093;-4.14438;-25.4635;12.9305;-3.9186;14.4451;-3.17745;5.23625;-10.8783;5.74696;-1.1509;-8.30026
2789;0;0.259165;-11.3094;33.0659;30.2131;1.93457;-14.8894;5.14736;-3.93719;-25.6521;13.2563;-3.93782;14.5115;-3.54855;5.22457;-10.7775;5.90044;-1.15214;-8.1706
2790;0;0.453482;-11.5591;33.6196;30.0726;1.87701;-14.7827;3.95785;-3.76425;-25.7628;13.5696;-3.95648;14.576;-3.92294;5.19444;-10.6797;6.07471;-1.16166;-8.02985
2791;0;0.544354;-11.7028;33.9348;29.9236;1.82585;-14.6826;3.07249;-3.62222;-25.7827;13.8679;-3.97446;14.6381;-4.30156;5.14669;-10.5797;6.26892;-1.18187;-7.88479
2792;0;0.481279;-11.7356;34.0064;29.7639;1.78273;-14.5978;2.47987;-3.50645;-25.7103;14.1482;-3.99133;14.6962;-4.68435;5.08231;-10.4759;6.48323;-1.21524;-7.73929
2793;0;0.224944;-11.6632;33.8482;29.5905;1.74897;-14.5349;2.15627;-3.41233;-25.5529;14.408;-4.00813;14.7542;-5.07086;5.0022;-10.3669;6.71898;-1.26344;-7.60061
2794;0;-0.241262;-11.5002;33.4897;29.4005;1.72563;-14.5003;2.06922;-3.33524;-25.3247;14.6464;-4.02498;14.8123;-5.45894;4.90751;-10.2523;6.98028;-1.32832;-7.4735
2795;0;-0.914741;-11.2686;32.9747;29.1912;1.71379;-14.4939;2.17764;-3.27274;-25.0475;14.8611;-4.04198;14.8708;-5.84616;4.79879;-10.1325;7.27135;-1.40929;-7.36143
2796;0;-1.77176;-10.9944;32.3566;28.9609;1.71434;-14.5162;2.43825;-3.22305;-24.746;15.051;-4.06045;14.9344;-6.22861;4.67584;-10.0096;7.59971;-1.50606;-7.26916
2797;0;-2.77259;-10.7024;31.6884;28.7082;1.72783;-14.5616;2.80709;-3.18544;-24.4441;15.2145;-4.08029;15.0026;-6.60149;4.53891;-9.88775;7.97427;-1.61727;-7.19573
2798;0;-3.86624;-10.416;31.0227;28.4322;1.75427;-14.6274;3.24411;-3.15967;-24.1612;15.3487;-4.10246;15.0789;-6.95895;4.38698;-9.76958;8.40547;-1.74147;-7.14141
2799;0;-5.00025;-10.1525;30.4015;28.1324;1.79335;-14.7068;3.71479;-3.14602;-23.9098;15.4491;-4.12729;15.1642;-7.29473;4.21966;-9.65941;8.90487;-1.87671;-7.10445
2800;0;-6.12398;-9.92236;29.8519;27.8091;1.84459;-14.7931;4.19351;-3.144;-23.6946;15.5099;-4.15508;15.2595;-7.60099;4.03657;-9.56176;9.48586;-2.02091;-7.07982
2801;0;-7.19634;-9.7305;29.3887;27.4614;1.90714;-14.88;4.66086;-3.15252;-23.5134;15.5214;-4.18578;15.3648;-7.86967;3.83685;-9.48102;10.1614;-2.17234;-7.06194
2802;0;-8.18264;-9.57535;29.0108;27.0883;1.97971;-14.9631;5.10614;-3.16965;-23.3552;15.4713;-4.21906;15.4787;-8.09321;3.62065;-9.41967;10.9438;-2.32927;-7.04387
2803;0;-9.05753;-9.45272;28.71;26.6887;2.06103;-15.0377;5.52394;-3.19279;-23.2074;15.3435;-4.25458;15.6003;-8.26298;3.38852;-9.38382;11.8452;-2.49081;-7.01695
2804;0;-9.80152;-9.35597;28.4715;26.2615;2.14898;-15.1029;5.91372;-3.21763;-23.054;15.1189;-4.29178;15.7274;-8.37112;3.14177;-9.37538;12.8751;-2.65685;-6.97386
2805;0;-10.4017;-9.27987;28.283;25.8041;2.24221;-15.1585;6.27629;-3.2404;-22.8828;14.7739;-4.32949;15.856;-8.41151;2.88094;-9.39737;14.0405;-2.82649;-6.90569
2806;0;-10.851;-9.21956;28.1331;25.3152;2.3378;-15.2074;6.61286;-3.25674;-22.6848;14.2848;-4.36747;15.9854;-8.37696;2.60921;-9.45371;15.3468;-3.00162;-6.80568
2807;0;-11.1445;-9.17116;28.0125;24.7929;2.43388;-15.2537;6.92542;-3.2619;-22.4524;13.6255;-4.40497;16.113;-8.26324;2.32851;-9.54622;16.7946;-3.18353;-6.67014
2808;0;-11.2855;-9.13421;27.9202;24.2364;2.52829;-15.3005;7.21296;-3.25389;-22.188;12.7707;-4.44198;16.2388;-8.06666;2.04273;-9.67936;18.3809;-3.37545;-6.49518
2809;0;-11.282;-9.10851;27.856;23.6451;2.61856;-15.3536;7.47442;-3.22962;-21.8976;11.6975;-4.47859;16.3631;-7.78579;1.75457;-9.85324;20.0994;-3.58087;-6.28295
2810;0;-11.1444;-9.09417;27.8201;23.0201;2.70326;-15.4165;7.70744;-3.18873;-21.5871;10.3871;-4.51521;16.4872;-7.41913;1.46808;-10.0702;21.9402;-3.80516;-6.03744
2811;0;-10.8909;-9.09209;27.8148;22.3627;2.78067;-15.4917;7.90813;-3.13217;-21.2701;8.82462;-4.55244;16.6132;-6.96815;1.18674;-10.3297;23.89;-4.05309;-5.76673
2812;0;-10.5399;-9.10233;27.8405;21.675;2.85037;-15.5805;8.07347;-3.06171;-20.9575;7.0021;-4.59215;16.7474;-6.43412;0.913302;-10.6325;25.9334;-4.33034;-5.48383
2813;0;-10.1118;-9.12419;27.8952;20.9598;2.91169;-15.6794;8.20029;-2.97997;-20.6624;4.91933;-4.63469;16.891;-5.81965;0.650862;-10.9771;28.054;-4.64308;-5.20054
2814;0;-9.62638;-9.1556;27.9737;20.2209;2.96563;-15.7839;8.28636;-2.89048;-20.3949;2.58275;-4.68027;17.0446;-5.12801;0.400607;-11.3587;30.2333;-4.9939;-4.93214
2815;0;-9.10299;-9.19451;28.0707;19.4617;3.01301;-15.8875;8.33019;-2.79724;-20.1637;0.00990569;-4.72766;17.204;-4.36204;0.163547;-11.7742;32.4554;-5.38625;-4.6887
2816;0;-8.55813;-9.23747;28.1776;18.6854;3.0552;-15.9804;8.33137;-2.70336;-19.9731;-2.77146;-4.77481;17.3623;-3.52563;-0.0599608;-12.218;34.7039;-5.82082;-4.48131
2817;0;-8.00413;-9.28106;28.2859;17.8964;3.09381;-16.0554;8.29239;-2.6126;-19.8241;-5.71705;-4.81719;17.5043;-2.6226;-0.269883;-12.6815;36.9652;-6.29482;-4.3157
2818;0;-7.45189;-9.32206;28.3876;17.098;3.13046;-16.1027;8.21511;-2.52718;-19.7167;-8.76385;-4.84875;17.61;-1.65683;-0.466452;-13.1563;39.2266;-6.80392;-4.1923
2819;0;-6.90724;-9.3565;28.4728;16.2934;3.16664;-16.1139;8.10409;-2.44899;-19.6457;-11.8264;-4.86172;17.6533;-0.633918;-0.649032;-13.6301;41.4771;-7.33883;-4.10824
2820;0;-6.37414;-9.38106;28.5335;15.4853;3.20311;-16.0843;7.96361;-2.379;-19.6043;-14.7973;-4.84975;17.6133;0.441093;-0.815218;-14.0917;43.7065;-7.88967;-4.05908
2821;0;-5.85459;-9.39395;28.5653;14.6767;3.24133;-16.0106;7.79927;-2.3182;-19.5858;-17.5506;-4.8055;17.4652;1.56059;-0.963033;-14.5276;45.9041;-8.4408;-4.03505
2822;0;-5.3489;-9.39404;28.5655;13.8701;3.28138;-15.8909;7.61595;-2.26674;-19.5849;-19.9554;-4.72475;17.1942;2.71775;-1.08728;-14.9248;48.059;-8.97652;-4.02908
2823;0;-4.85483;-9.37947;28.5295;13.0672;3.32286;-15.7294;7.4195;-2.22427;-19.5902;-21.8882;-4.60483;16.7902;3.9031;-1.18227;-15.27;50.1575;-9.47831;-4.03565
2824;0;-4.37128;-9.35136;28.4601;12.2703;3.36546;-15.5268;7.21493;-2.18991;-19.599;-23.2485;-4.4437;16.2447;5.108;-1.24196;-15.5533;52.1848;-9.92676;-4.05055
2825;0;-3.89621;-9.31071;28.3594;11.4811;3.40851;-15.291;7.00663;-2.16357;-19.6066;-23.9674;-4.24034;15.5516;6.32221;-1.26069;-15.7663;54.1219;-10.3046;-4.07223
2826;0;-3.427;-9.25933;28.232;10.702;3.45116;-15.0291;6.79937;-2.14474;-19.6087;-24.017;-3.9939;14.7051;7.53658;-1.23418;-15.9065;55.9479;-10.5979;-4.10467
2827;0;-2.9627;-9.19848;28.0806;9.93485;3.49238;-14.7464;6.59598;-2.13202;-19.605;-23.4068;-3.70334;13.6983;8.74076;-1.15934;-15.9739;57.6376;-10.7953;-4.15369
2828;0;-2.50138;-9.1319;27.9145;9.18192;3.53065;-14.4507;6.39997;-2.12522;-19.5967;-22.1856;-3.36869;12.5276;9.92587;-1.03485;-15.9728;59.1641;-10.8927;-4.22602
2829;0;-2.04148;-9.06024;27.735;8.44545;3.56491;-14.1476;6.21338;-2.1236;-19.5808;-20.4364;-2.99349;11.2018;11.0832;-0.861473;-15.9134;60.499;-10.8922;-4.33488
2830;0;-1.58263;-8.98701;27.551;7.72712;3.59461;-13.8434;6.03811;-2.12629;-19.5623;-18.2692;-2.58582;9.74688;12.205;-0.6431;-15.8056;61.6143;-10.8009;-4.49508
2831;0;-1.12431;-8.91325;27.365;7.02936;3.61827;-13.541;5.87501;-2.13199;-19.5408;-15.8145;-2.15755;8.20411;13.2857;-0.383778;-15.6658;62.4835;-10.6343;-4.71759
2832;0;-0.666372;-8.8413;27.1829;6.35248;3.63481;-13.2435;5.72433;-2.13922;-19.5203;-13.2105;-1.72583;6.6363;14.3199;-0.0898286;-15.5079;63.0854;-10.4101;-5.01547
2833;0;-0.208783;-8.77236;27.0078;5.69859;3.64434;-12.9526;5.58583;-2.14742;-19.5008;-10.595;-1.31094;5.11974;15.3058;0.230966;-15.3494;63.403;-10.152;-5.40019
2834;0;0.248877;-8.70754;26.8427;5.06812;3.64551;-12.6705;5.45944;-2.15475;-19.4845;-8.08708;-0.932633;3.73033;16.2412;0.570959;-15.2024;63.4261;-9.88065;-5.87809
2835;0;0.706043;-8.64808;26.6908;4.46135;3.63864;-12.3973;5.34371;-2.16046;-19.4727;-5.77838;-0.608193;2.53505;17.1272;0.921397;-15.0843;63.1527;-9.62132;-6.44875
2836;0;1.16234;-8.59494;26.5546;3.87817;3.62344;-12.1321;5.23695;-2.16285;-19.4686;-3.73021;-0.351198;1.58656;17.9651;1.27397;-15.0041;62.5866;-9.39172;-7.10949
2837;0;1.61806;-8.54784;26.4336;3.31789;3.60103;-11.8746;5.13797;-2.1613;-19.4713;-1.96825;-0.168463;0.911565;18.7559;1.62;-14.969;61.7385;-9.20531;-7.84513
2838;0;2.07324;-8.50768;26.3303;2.78007;3.57202;-11.6252;5.04529;-2.1552;-19.482;-0.488759;-0.0622541;0.519111;19.5019;1.95176;-14.9855;60.6245;-9.07218;-8.63434
2839;0;2.52746;-8.47503;26.2461;2.26378;3.5376;-11.3828;4.95738;-2.14467;-19.5031;0.732061;-0.0285744;0.394649;20.2034;2.26313;-15.0521;59.2635;-8.99222;-9.44792
2840;0;2.98095;-8.44824;26.177;1.76764;3.49967;-11.1458;4.87256;-2.12978;-19.532;1.73213;-0.0591846;0.507768;20.8609;2.54858;-15.1678;57.6773;-8.96165;-10.249
2841;0;3.4329;-8.42867;26.1264;1.29116;3.46057;-10.9162;4.79038;-2.11174;-19.5706;2.55335;-0.143186;0.81817;21.4733;2.80402;-15.3255;55.8879;-8.9696;-10.9997
2842;0;3.88487;-8.41395;26.0883;0.833107;3.4221;-10.6926;4.71072;-2.09073;-19.6157;3.23181;-0.26618;1.27256;22.0387;3.02736;-15.5152;53.9162;-8.99984;-11.6585
2843;0;4.3358;-8.40451;26.0639;0.392217;3.3864;-10.4748;4.63305;-2.06789;-19.6691;3.79612;-0.414212;1.81923;22.5541;3.21779;-15.7241;51.781;-9.03296;-12.1908
2844;0;4.78679;-8.39897;26.0496;-0.0327683;3.35584;-10.2628;4.55749;-2.04438;-19.7283;4.26084;-0.574013;2.40897;23.0179;3.37467;-15.9392;49.5001;-9.04917;-12.5689
2845;0;5.23964;-8.39534;26.0401;-0.442077;3.33182;-10.0575;4.48585;-2.02093;-19.789;4.63111;-0.733688;2.99772;23.4282;3.5001;-16.1445;47.0873;-9.02861;-12.776
2846;0;5.69471;-8.39345;26.0352;-0.837519;3.31628;-9.85857;4.41877;-1.99779;-19.8516;4.9032;-0.886047;3.55888;23.7842;3.59418;-16.3255;44.5562;-8.95372;-12.8107
2847;0;6.15447;-8.39114;26.0293;-1.2195;3.31036;-9.66639;4.35787;-1.97554;-19.9125;5.06911;-1.0284;4.08255;24.0878;3.65942;-16.4668;41.9178;-8.81194;-12.6878
2848;0;6.61999;-8.38857;26.0226;-1.58881;3.31423;-9.48232;4.30484;-1.95398;-19.9706;5.12439;-1.16274;4.57612;24.3419;3.6968;-16.5571;39.1834;-8.5948;-12.4345
2849;0;7.09344;-8.38485;26.013;-1.94704;3.32872;-9.30679;4.26185;-1.93346;-20.0227;5.06826;-1.2967;5.06755;24.5514;3.70694;-16.5854;36.3655;-8.2995;-12.0943
2850;0;7.57502;-8.37775;25.9946;-2.2952;3.3534;-9.13921;4.22942;-1.91285;-20.0659;4.91058;-1.44106;5.59628;24.7239;3.69082;-16.5444;33.4788;-7.92916;-11.7173
2851;0;8.06573;-8.37011;25.9748;-2.6346;3.38668;-8.98311;4.20943;-1.89187;-20.1017;4.66847;-1.60972;6.21276;24.8669;3.64995;-16.4325;30.5406;-7.49428;-11.3577
